question,answer 
اعاني من احساس بالضيق والكآبة بعد الاستيقاظ كل يوم جاءتني هذه الأعراض بعد نوبة هلع قوية و مند تلات سنوات اعاني احباط ضيق خصوصا صباحا هل ما اعانيه اكتءاب وهل يعالج ارجوكم اجيبو,نعم هذه أعراض اكتئاب يلزمها علاج
ابلغ من العمر 23 سنة كنت انسانة عادية الى ان اصبحت منذ شهرين اشعر فجاةو خصوصا اثناءالحديث مع اهلي او اقاربي بحرارة عالية و احمرار جد ملحوظ على مستوى الوجه مع فقدان التركيز,التوتر والتعامل مع الضغوط يحتاج الى التدرب على مهارات التعامل مع الضغوط يمكن ان يساعدك في ذلك المعالج النفسي
مرحبا انا ولدت طفلا منذ اربع شهور في فترة الحمل كنت اعاني من سكر الحمل فكنت طوال الوقت تفكيري بصحة طفلي حتى اصبح معي ارق في الليل ولازلت اعاني منه ولا استطيع النوم ما العلاج,اتبعي اسلوب النوم الصحي.. تجنبي المنبهات... مارسي الاسترخاء... لا تدخلي السرير الا للنوم... وإذا لم تستجيبي يلزمك علاج دوائي تحت إشراف الطبيب
اراجع كامل الدروس لكن بمجرد دخول قاعة الامتحان افقد القدره على التركيز وتتذبذب افكار فما هي الاسباب والحلول لهذه المشكله لو سمحتم,هذا ناتج عن قلق الامتحان... مارس الاسترخاء قبل الامتحان... تناول أوميجا لزياده التركيز
انا عاني من الخوف و الشعور بالقلق امام الناس واجد صعوبة في رد الكلام اذا سؤالي,انت صغير السن وتحتاج إلى زياده المهارات الاجتماعيه.. ولا تتجنب الاحتكاك بالناس حتى تكتسب المهاره.... اختلط بمجموعات صغيره من نفس العمر ولها نفس الظروف وتتشابه في بعض صفاتك
هل القلق المرضي يعطي اعراض قوية في الصباح متل الأكتءاب يعني هل يشتد القلق المرضي في الصباح ؟,القلق يشتد مع التفكير السلبي ونظر تك لذاتك قد يكون صباحا أو غيره
مرحبا انا اعاني منا الارق مند اسبوع بعد انقطاعي عني المخديرات ،فذهبت لطبيب ووصف لي زيبام 6ملغ فابماذ تنصحوني انتم,"مبادئ عامةمن المفيد التقيد بها استعن بالله ثم
 1. نظم يومك بشكل واضح حالةالاستيقاظ وتوقيته ووقت النوم بدقة 
2. املء نهارك كلة بأنشطة هادفة
 3. اوقف تناول المنبهات من بعد المغرب 
4. لا تنام مطلقا في النهار 
5. حاول ان لا تذهب الى السرير للنوم الا في التوقيت المحدد 
6. عندماتذهب للنوم اجعل هدفك هو اخذ قسط من الراحة وليس النوم وحاول ان لاتفكر الاانك تمارس حقك من اخذ قسط الراحة واطرد كل الافكار التي تحاول ان تسرق منك راحتك 
7. مارس الاسترخاء والتفكر الارتقائي طوال الفترة المخصصة للنوم ولا تنتظر ان تنام
 8. لا تلجاء الى الدواء الا حسب تعليمات الطبيب المتابع للحالة وباشرافه وبالمقدار الذي يصفه"
السلام عليكم دكتور انا اعاني من كسل واكتئاب وعدم الراحة النفسيه وا عبقدر اشتغل انام كثراً واشعر بعدم راحة الجسم ومخي عطول بيفكر وانا مابعرف بشو عبفكر ارجو الرد,هذه أعراض تتطلب تقيم نفسي وعلاج
انا أعاني من الأرق لمده ٨او٧سنوات واشعر انه اصبح يؤثر على نفسيتي كثيرآ أرجو من الله ثم منكم ألمساعده,يرجى زيارة مختص نفسى للاستفاضة فى عرض الشكوى ومعرفة الاسباب
لدي مشكلة في التركيز ماذا افعل لا استطيع ان اركز اثناء درس السواقة ولا اثناء حصص المدرسة ما السبب وكيف اعالجها لقد فشلت في 5 اختبارات سواقة وانا مرهق ساعدوني,لابد من استبعاد السبب العضوي اولا.. اكشف لدى طبيب باطني
ما السبب الذي يجعل الأكتءاب شديد في الصباح شو بيحصل في الدماغ,الدماغ لم تاخذ كفايتها من الاكسوجين بعد
اعيش ايام جد صعبة مند أن استفيق احس بتكدر مزاج شديد قلبي ينضغط من الحزن احس كأني جننت واخاف ان اكون أصبت بالفصام لاني لم اعد احس بنفسي أرجوكم ما سبب هذه الأحاسيس وهل تعالج,هذه أعراض اكتئاب يلزمها تقيم نفسي وعلاج
أعاني مثلية جنسية، أنجذب للرجال منذ الاحتلام ، لا تاتينا احلام جنسية فيها نسوة اطلاقا منذ بلغت ولا تثار شهةتي اتجاه المراة البتة اكاد انتحر اكره نفسي ما العلاج الكيميائي,لابد اولا من التشخيص الدقيق ثم العلاج النفسي مع الدكتور والعلاج الدواءي ليس هو الأساس لكن الجلسات النفسيه
اعاني بعد المرات من ديق في التنفس و وخزات في الساعد الايسر و نوبات هلع و قلق و خوف مع العلم ان عني جرثوم المعدة عملت تحاليل سكر و كوليسترول طلعت جيدة,مدام عضويا انت سليم فهذه أعراض نفسجسديه يلزمها علاج دوائي تحت إشراف الطبيب وجلسات علاج نفسي
عانى من خوف وتلعثم اللسان وجفاف الحلق مع رعشه واضطراب القلب وهذه الاعراض قبل الدخول فى مشاجره مع العلم انى ذو صحه جيده وبعد انتهاء الموقف اريد الانتقام من نفسى بسبب جبنى,هذه أعراض قلق ويلزمها علاج معرفي سلوكي
هل تكفي جرعة 13 قطرة من دواء سيرمومنتيل لعلاج القلق و الحصر النفسي في الصباح الكآبة الصباحية يعني تكدر المزاج,الجرعة الفعالة هي 150 ملغم باليوم
كنت اخاف من السيدا والان من الذهان من يوم ما قرأت ان قشعريرة الدبر من اعراض الذهان اصبت بقشعريرة في دبري على شكل صور بمخيلتي مفعول بي مع ابويا او اخويا ويقتلني الخوف والم نفسي,راجع طبيب مختص لان  المعلومات غير كافية للتشخيص الدقيق ولابد من تشخيص مباشر  من قبل مختص شاهد الحالة وقيمها
متزوجة عمري ٣١ أعاني من ضغوط نفسيه ومسؤوليات ومشاكل زوجيه باستمرار مما أدى لزيادة حدة العصبيه لدي ،هل هناك حبوب او دواء يخفف من حدة العصبيه ويعينني ع الحياة بعد الله,راجعي معالج نفسي للتقييم والعلاج
"اعاني غثيان ثقل الراس عدم التركيز السمع والبصرعند دخول نقاش احدلوقت طويل
ملحوظه: اعاني من اكتئاب م ثلاث سنوات
ومعظم الاوقات لدي صداع في منتصف الحاجبين
هل هوا من المسببات",كل هذه الأعراض يجب ان تقيم مع بعضها من قبل الطبيب النفساني والذي سيجري بعض الفحوصات ثم نصل للتشخيص والعلاج
اصبت بالوسواس القهري وعمري21ذهبت الى دكتور صرف لي سبراليكس 5 مل استمريت لمده4 شهور ولم اجده في صيدليات مدينتي فتركته والان اليوم السابع بدونه احس باعراض انسحابيه كم تستمر يوم؟,لابد من استبدال الدوا بآخر والأعراض تكون زالت الان
ما تاثير الاحلام عن= الانسان وما فواء=ها,مجرد احلام لا تشغل لها بالا
أنا شابٌ أبلغ من العمر 20 سنة، سنتين وأنا أعاني من حالة غريبة، ألا وهي تذكر الماضي من أحداث ووقائع باستمرار وبدون مقدمات،,إذا كان هذا مزعج فلا بد من تقييم الطبيب النفساني
انا ريان 16 سنة اعاني من ضغط في مدرستي لا اعرف كيف اتغلب على نفسي واحمي نفسي من الاساءة,المرشد الطلابي سيساعدك صارحه
اعاني من أرق شديد منذ سنوات و حساسية مزمنة جراء رجيم غذائي قاسي. ولم يستجيب الجسم لعلاجات النوم التقليدية و زرت عدة أطباء دون جدوى .فهل يمكني استخدام روهيبنول و أين اجده.,"استخدام هذا الدواء يسبب ادمان
من المهم اعطاء تفصيلات اكثر ومراجعة متخصص 
بهدف التشخيص الدقيق 
وعموما فان تنظيم نمظ الحياة اليوميه بجدول دقيق ومتوازن 
والتدرب على التفكر الارتقائي والاسترخاء 
يساعد على تحسين التركيز وسيساعد على النوم بشكل معتدل"
اعاني كل صباح بعد نوبة هلع قوية احساس بكتمة غم يعني احساس بضيق في الصدر تتكرر كل صباح و تختفي تماما بالمساء شو ممكن السبب عملت فحص درقية وفقر دم و قلب وصدر طلع سليم شو سبب,هذه تبعات نوبات الهلع حيث معاها أعراض جسديه
اعاني من اكتئاب ووسواس قهري عجز جنسي رغم كل التحاليل سليمه لجهازي التناسلي بدات مند عشرة ايام باخد مضاد للاكتئاب ولكن الاستجابة ضعيفه عرض الدكتور البدء في جلسات كهربائية,الاستجابة لمضاد الاكتئاب  تبدأ بعد الأسبوع الثالث وتظهر بوضوح بالاسبوع السادس الى الثامن
اعاني من كآبة صباحية و خمول ولا استطيع النهوض صباحا شو اعمل لاضبط النوم والاستيقاظ,تحتاج الى مراجعة معالج نفسي بهدف التشخيص الدقيق ومن ثم تقرير ما يناسب
حكيت طبيب اني لم اجد الجبنة في الثلاجة اعتقادي والمنطق اني اكلتها ونسيت ولكني تذكرت بان مريض الفصام يتوهم ان شخص اخر اكل الجبنة قالي بطل قراية عندك مخاوف وسواسية وايستالوبرام,اتبع كلام طبيبك المختص وراجعه بانتظام
*شخص لي الطبيب حالتي بانها أرتكاريا نفسية ووصف لي زيرتك ١٠مللي ولم أشعر بحسن بعد استخدامه لمدة شهر قرص يوميا,فى حالة الارتكاريا النفسية يكون العلاج دوائى ونفسى - من خلال العلاج النفسى يتم التعرف على الحالة النفسية المسببة فى الارتكاريا وعلاجها - اما العلاج الدوائى فيقوم على علاج الاعراض باستخدام ادوية للبلع مثل زيرتك كما ذكرت اضافة الى بعض المراهم او الكريمات المرطبة والمهدئة وفى بعض الحالات يتم استخدام الحقن المضادة للحساسية  لذى يرجى مراجعة مختص نفسى
السلام عليكم اعاني من مشكله اشبه ماتكون بمشكله نفسيه قبل ست سنوات تقريبا كنت انتف شعري كانت مثل العاده بس تحولت لمرض,راجع معالج نفسي للتشخيص الدقيق وتقرير العلاج
كان لدي مشاكل ارتعب منها و منذ ذلك و انا عندما التجئ للنوم ارتعد و اريد ان اتقيأ ما الحل,هذا قلق ناتج عن ضغوط يلزمه علاج دوائي تحت إشراف الطبيب ولا يمكن وصف دواء بدون مناظره للشخص
اصبحت مند فترة اخاف كثيرا من الضلام والوحدة لانني عندما اكون وحيدة احس باشياء حولي احيانا ياتيني بكاء شديد واشعر ان حياتي مدمرة واحيانا احس اني افضل حال واحيانا احدث جروح,راجعي مختص نفسي للتشخيص الدقيق والعلاج
اخي عنده انفصام في العقل و يرفض العلاج مالحل,الفصام العقلي هو احد اضطرابات الذهان و من اعراضه اضطراب التفكير و السلوك و في بعض الاحيان يكون هذا الاضطراب خطيرا حيث ان اضطراب التفكير و السلوك قد يدفع المريض ليؤذي نفسه او المحيطين به .. المريض في هذه الحالة لا يمكنه اتخاذ القرار بنفسه بالنسبة للعلاج بل بالعكس في العادة يرفض الخضوع للعلاج .. في هذه الحالة و منعا لتهور الامور و منعا لتعرضه للخطر يفضل بدء مرحلة العلاج القصري بتحويله الى اقرب مركز للطب النفسي .. الخيار الاخر ( ان لم يشكل المريض خطرا على نفسه او من حوله ) هو اعطائه مضادات الذهان بدون  معرفته من خلال وضعها في الشراب او الطعام ( بعد تحديد العلاج المناسب مع الطبيب ) مع المراقبة المستمرة
هل يوجد اشخاص مرضى بالاكتئاب يعيشون بأدوية الأكتءاب لسنوات طويلة و حالتهم مستقرة و يعيشون طبيعيين وهل تناول الدواء مدة طويلة يعتبر أمن على الصحة,في العادة علاج الاكتئاب لا يتجاوز السنة الواحدة الا في بعض الحالات المستعصية او وجود اضطراب اخر مصاحب .. الادوية المضادة للاكتئاب تختلف في اعراضها الجانبية و موانع استخدامها و لكن في كل الاحوال لا يتم تناولها للابد
اتناول دواء امتربتلين حبة 25مغ مند تلات سنوات و أحسست براحة بعد تناوله كنت اعاني من قلق شديد و اكتءاب و تحسنت على جرعة 25 مغ فقط لكني اخاف أن يكون له تأثير في اعضاء الجسم ؟؟؟,جرعه ٢٥ صغيره وجيده في حالات القلق ولكن لا يحب أخذه مع مرضى القلب
هل يسبب القلق النفسي عسر المزاج في فترة الصباح,القلق يسبب انخفاض في المزاج مع توتر وبعض الأعراض الجسديه
السلام عليكم اناطالبةمشكلتى هى فوبياالامتحان بخاف من الامتحان لدرجه انى استحالة انام ليلة الامتحان و استحالة آكل او اشرب اى حاجه و شعور بالغثيان ببقى خارجه ميته بمعنى الكلمة,الامتحان موقف طبيعي يجب التعامل معه بعقلانية فقط هو عبارة عن اسئلة وليست اشياء مبهمة، المهم تركيز المزاكرة والثقة بالنفس اكتر من الخوف ، القلق المثمر لا يعوق التحصيل اما الخوف الزائد يؤثر سلبآ .
مرحبا دكتور انا عمري 23 انثى بعااني من عصبيه كتيررر ومابحسن ااضبط حالي ابداً.وعندي دوم مشكله انو بحب انو كون وحيدة وبحب العتمه ومابحب الحكي كتيررر دوم بحالي وبسهر كتير. مابنام,العصبيه والعزلة واضطراب النوم اعراض نفسيه بحاجة للتقييم من قبل الطبيب النفساني
السلام انا شاب عمري 18 سنة وكنت اصبت بألم في خاصيتي مند ستة أشهر وتوسوست كتيرا بالعلم أني أخاف من الأمراض وأعطيت أهمية كتيرة لهدا المرض وانتفخو لي الغدد هل بسبب الوسواس.,الحالة النفسية لا تؤدي لانتفاخ الغدد
اعاني من نوبات الهلع ودوخه ..استشرت الطبيب اعطاني بعض الفيتامينات ولاكن لم اشعر بالفرق ماذا تنصحوني ؟,انت في مقتبل العمر والتقلبات كثيره في هذه السن يفيدك التدرب على الاسترخاء والتفكر الارتقائي يفيد في تحسن الحالة وتحتاجين لتعلم مهارات التعامل مع الضغوط
مريض بالقلق واخاف من الفصام وتلح عليا افكار وسواسية غير منطقية تقتلني عندما اسمع صوت الحيوانات تلح عليا فكرة باني مريض فصام وان صوت الحيوانات موجه لي فأخاف تصديق هذا مع الوقت؟,اقتل الافكار بالافكار - لا تدع وقت الفراغ يقتلك - اقتل الافكار السلبية بأن تصنع افكار ايجابية او التفكير فى المعكوسات - اشغل وقتك دوما - طالع الكتب - مارس هواية - قم برحلة بعيدة عن المكان الذى تسكن فيه - كما يرجى مراجعة متخصص نفسى حتى يتم الوقوف على اسباب ما انت فيه وعلاجها
هل الاكتءاب مرض قاتل لا اقصد الانتحار اقصد موت مفاجء أو سكتة قلبية,لا يؤدي الاكتئاب للموت ولكن إهمال علاجه يؤدي لزيادة فرصة الإصابة بأمراض القلب
في الفتره الاخيره أصبحت جدا عصبية المزاج خاصة مع زوجي وبناتي اتنرفز لاتفهه الأسباب رغم ان زوجي من النوع المتفاهم لا اعرف لماذا أصبحت لا احتمل أي كلمة ولو كانت جمليه,يفيدك الاسترخاء والتفكر الارتقائي والتدرب على التعامل مع ضغوط الحياه يمكنك مراجعة اقرب معالج نفسي اليك للمساعده
اصبحت لدي عادة مستمرة وهي أنني أتكلم مع نفسي بشكل كبير هل من ضرر في دلك,"انت في مقتبل العمر والتقلبات كثيرة في هذه العمر 
 تحتاجين لتهدئة نفسك  خذي وقتك وهدئ من روعك 
 ودربي نفسك على المراقبة الذاتية في جدول اعمال يومية تتابعين فيه نفسك
 وسيسهل الامر عليك باذن الله"
اشرب دواء انافرانيل 25مغ لعلاج الخلعة و القلق و الرهاب و الخوف من النوم.. فشفيت بنسبة 80% لاكن البارحة رجعت بعض اعراض الخوف من النوم فسبب لي الارق فما الحل؟ بماذا تنصحوني,المتابعة مع الطبيب المعالج ،جرعة العلاج تتطلب تعديل
انا اشعر اني مصاب بالاكتاب حيث افضل العزلة و لا اريد رية البشر و الاصوت مثل السوق الخ... وافضل انوم تقريبا نصف اليو لا استطيع تعامل مع المجتمع اريد حل ان وجد,"انت في مقتبل العمر وتقلبات المزاج طبيعية ما لم تسبب لك اعاقة للتطور النفسي في حياتك 
اذا وجدت ان الضيق والبكاء والميل للوحدة ليس امر وقتيا محدودا فمن المفيد لك مراجعة المعالج النفسي للتشخيص الدقيق وتقرير التدخلات العلاجية"
توتر وقلق مع حالة خوف دائم ...مع تهيئات وانفعالات,"راجع متخصص للتشخيص وتقرير المعالجة المناسبة 
يفيدك الاسترخاء والتفكر الارتقائي والتدرب عليهما"
السلام عليكم أنا أعاني من خوف وخلعة في قلبي طوال اليوم وكأن أحد خلعني بشئ وينخطف قلبي كثيرا هل هدا أمر خطير أم عادي ؟ لأنني أخاف أن يؤتر علي وشكرا,جدولي نمط حياتك اليومي وتدرب على التفكر الارتقائي والتفكير الايجابي ومن الممكن ان تراجعي المعالج النفسي حيث يقوم بالتشخيص المبدئي ومن ثم يتاكد من كل جوانب الحالة ويقوم بوضع البرنامج العلاجي المناسب
انا اعاني من مشكلة الخوف والتوتر وثقل اللسان من الشخص المقابل وعندما يسألني المعلم عن الاجابه فيثقل لساني وتهتز رقبتي وانا اعرف الاجابه ساعدوني ماهو العلاج وكيف استخدمه عمري,راجع متخصص للتشخيص الدقيق
اعاني من احلام مماتودي الي عدم الاستمتاع بالنوم لاني استخدم حبوب دكساتسن وسركويلxr لُمٌدِةِ حُوَالُيَ 9شُِهوَرَ وَالُانَ قًلُلُتْ فَيَُهنَ الُيَ انَ وَقًفَتُْهنَ نَُهايَيَا,العلاج دكساتسين لا يؤخذ بالليل اما سركويل فهو يحسن النوم مع وجود احلام غير مزعجه
اعاني من القلق و الكآبة واشك اني حامل اتمنى منكم أن ترشدوني لدواء خفيف يقلل قلقي لأنه لا يوجد طبيب نفسي في مدينتي والطبيب العام وصف لي سيلبريد لم ينفعني لا اتحمل هذا القلق,"المعلومات متضاربة ولكن على فرض انك انثى حامل  ولديك هذه الاعراض فانه 
يفيدك تنظيم نمط حياتك بطريقة صحية والتدرب على بعض المهارات السلوكية المعرفية مثل الاسترخاء والتفكر الارتقائي و توزيع الوقت بشكل متوازن. 
تأجيل النزاعات والخلافات والموترات لمناقشتها بهدوء فيما بعد وبشكل متدرج .
لاتاخذي اي دواء الا باشراف طبي وبالكمية التي يصفها الطبيب 
قومي بتنظيم الغذاء بشكل يساهم بتقوية الجسم 
 فالتمر لتقوية الأعصاب. الشيكولاتة لمقاومة الاكتئاب والتوتر. الموز للإحساس بالسعادة. النعناع و السمك واللبن والخس والجزر والينسون والخضروات والجوز لتهدئة الاعصاب وتنشيطك عموما"
"اعاني من وهم ان الناس متٱمرة علي شخصي. وهذا يكاد ان يسيطر علي تصرفاتي.
ارجو المساعده.. جرعتي 500 ديبيكين.. 2 مل ريسبيريدال.
وانا الان في قطب اكتئاب . ماذا افعل.",العلاج بحاجة لإعادة النظر فلا هو كافي للاكتئاب ولا الاعراض الذهانية
ما هي الأمراض و الحالات التي قد تسبب تعكر المزاج اليومي,الاكتئاب وتكدر المزاج
هل الإحساس بفقدان العقل و تبدد الذات المستمر من أعراض الفصام ؟؟ هل من خلل في الدماغ,ليست من أعراض الفصام
"سلام دكتور وليد سرحان
حصل معي خطأ طبي وطلب مني الدكتور ان اقيس ضغطي على شهر
ولكن عندما يتم وضع قياس الضغط على ساعدي اتوتر يتسارع النبض والنفس والنتيجة تكون ضغط فوق ال ١٥/٩",يفيدك الاسترخاء بعد وضع جهاز الضغط على ساعدك ثم يقاس الضغط
"اخاف من الدم و الحديث عن الامراض، هل يمكن التخلص من هذه الاعراض؟
عند الحديث عن الامراض و اجراء فحوصات طبية اخاف ويغمى علي
من اين ابدأ؟
و هل سأنجح بدراسة الطب؟
طالبة توجيهي",نعم ستنجحى بدراسة الطب - وهذا خير علاج لمخاوفك - فخير علاج للمخاوف هو مواجهتها
اعاني من قلق وتوتر شديد وخوف شديد وتهويل للافكار السلبية وخوف من الموت الوشيك واضطرابات في المعدة وتشنجات عضلية راجعت جميع دكاترة الاختصاصية واجمعو اني بافضل حال صحي ما الحل؟؟,قد تعانى من اضطراب قلق الموت وهو ناتج عن اسباب كثيرة وسهل علاجة من خلال زيارة مختص نفسى والعلاج النفسى السلوكى
"ابنتي تأخذ حبوب اولانزابن (ابركسيا)
هل يجوز أن تأخذ حقن modecate
وهل هناك فرق بين الدواءين",نعم لا يوجد تعارض ولكن لا بد من وجود سبب مقنع لترك علاج حديث والعودة لعلاج قديم
فتره كبيره تصل الي سنه اعاني من اضرابات نفسيه،مزاج سئ ،حزن شبه دائم بلا سبب وهروب من الواقع بالنوم ووساوس دايما وشعور بالذنب ف اي حاجه وكوابيس واحلام مزعجه دايما وقلق وخوف,"تحتاجين لمتابعة طبيب ومعالج نفسي
ارحب بالمساعدة والتواصل للمساعدة والاشراف النفسي"
اعاني من شعور القلق و الكتمة في الصدر في أولى ساعات الصباح كل يوم ومند تلات سنوات باستمرار هل سبب هذا الإحساس ممكن يكون نقص فيتامينات في الجسم أن بسبب مرض القلق أو الاكتءاب,هذه اعراض قلق واكتئاب تتطلب العلاج
"أعاني من الاكتئاب استعملت لفترة شهرين علاج باكسيل لم اجد تحسن
توقفت عنه منذ شهر أشعر الان بألم في الرأس والرقبة وعند تحريك الرأس اشعر بفقدان التوازت ووجود كتله ونبض في الرأس",لا بد من العودة للطبيب النفساني للعلاج والمتابعة وعدم التحسن بعد شهرين لا يعني إيقاف العلاج
اعاني من اكتئاب بسيط زعل من دون سبب منذ اسبوع ذهبت الى الطبيب وصف لي دواء deanxit لمدة شهر لكنني خائف من اخذه قراءت انه ممنوع في كثير من الدول وانه خطير على الاعصاب هذا صحيح ؟,دواء بسيط وآمن
السلام عليكم اشعر مند اكثر من شهرين بضيق تنفس و توجهت لاخصائيين اكدوا ان الحالة نفسية والان بعد الرقية اتحسن قليلا ثم تعود الحالة ثانية فهل يمكن العلاج بالادوية المضادة للقلق,"يمكن اذا كانت هناك اعرض اكتئابية
ارحب بالمساعدة"
"اغلب الاحيان اتخيل محادثات في عقلي تحصل بيني وبين شخص اعرفه واني عندما اراه سوف نتحدث كذا وكذا و هو ايضاسيرد
هل هي وسواس ام ماذا ؟
مع العلم اني ادرس ونادر ما اخرج من المنزل","يمكن تحليلها ومعرفة سببها
ارحب بالمساعدة اذا اردتم وطلبتم"
لا اقدر على التحدث امام الاخرين لا اركز فيما اريد قوله اشعر انني لا اقدر ان اخرج الكلام فالتزم الصمت عندما اضغط على نفسي يصبح جسدي مشدود والكل يتحدث لماذا لا أتكلم وذلك يؤلمني,"يفضل استشارة طبيب لمعرفة السبب والعوامل وتاريخ الحالة
ارحب بالمساعدة اذا اردت"
كيف اتخلص من القلق وكثرة التفكير وتضخيم الامور احياناً؟,تمارين الاسترخاء والعلاج المعرفي السلوكي لتصحيح المفاهيم الخاطئة.. وقد يحتاج الامر لعلاج دوائي كذلك
أنا فتاة في سن التاسع عشر و أعاني منذ عامين من فكرة أنني لا أنتمي لجسمي فأنا لا أختلط إلا بالذكور و أصدقائي الشباب أكثر و هم أقرب إليا و صوتي خشن قليلا و لديا شعر في وجهي,"يمكنني متابعة الحالة ومعرفة هل هناك اسباب عضوية ام نفسية لهذه الحالة والعوامل المؤثرة 
اتشرّف بذلك"
عدم التوصل للنوم واضطرابات في الذاكرة,هذا يتطلب تقييم الطبيب النفساني ثم العلاج وبداية ابتعد عن المنبهات
كيف اتعامل مع مريض مصاب بتأخر ذهني وفي نفس الوقت مصاب بفصام و اضطراب عقلي ؟,"الحاجة للمتابعة الطبية والمراقبة لسلوكياته وافعاله لوقايته من اذى نفسه والآخرين واندفاعيته وتصديقه للهلاوس والضلالات
والحاجة ماسة للأدوية المهدئة ومضادات الذهان
ارحب بالمتابعة"
السلام عليكم انا مريض وسواس قهري واتناول دواء سيمبالتا دوليكستين واريد شرب كوبين قهوة في اليوم لأنها تحسن مزاجي ليس هناك مشكل ؟,"الاكثار من تناولها يزيد من التوتر والقلق والعصبية
لا مانع من التناول بشكل خفيف
ارحب بالمساعدة"
كيف اساعد نفسي من التخلص من وسواس الفصام لاني لا استطيع التواصل مع طبيب نفسي لاني اعيش بفرنسا ولا يوجد طبيب نفسي عربي الا الطب العام ولا اريد ان يتكلم مكاني شخص خوفا من الخطأ,الاستمرار في تكرار هذا السؤال يزيد من الخوف انصحك بمراجعة الطبيب مع مترجم
بماذا تنصحوني عندي وسواس ورعب من الفصام صرف لي طبيبين مختلفين طب عامParoxetine20 و escitalopram20 ومن هو افظلهما لحالتي وما افظلهما عند الانسحاب منه اذا شافني الله ان شاء الله,"الحالة بحاجة لجلسات معرفية وسلوكية وعلاجية افضل بل ومع هذه الادوية.
ارحّب بالمساعدة"
"في بعض الأحيان لا أستطيع التفريق بين ما حدث حقيقتا و ما كان من نسج خيالي او حلم , حتى عندما اكون مستيقظة اكون كأنني في عالم اخر لا أستطيع التركيز أكره الاختلاط بالناس",ارحب بالمساعدة والتحليل ومعرفة الاسباب والمعالجة اذا اردتم
اعاني من قهر شديد وعدم ثقه ف النفس واحباط عاطفى حاجات كتير بتحصل معاي م بكون مصدقه حتى مرات بحس انو ولدي بيبقى م ولدي وبقول متين انا انجبت,هذه أعراض تتطلب التقييم والعلاج
مرحبا منذ 5 ايام اعاني من تقلبات مزاج واكتئاب هل من الطبيعي ان يمر الانسنان في مثل هذه الحالة وكيف اتعامل مع هذا الشعور واخاف من اصابتي بالاكتئاب,طبيعى ان يمر الانسان بمثل هذا حاول  ان تخرج فى رحلة
"معذرة , ذهبت للطبيب و شخص حالتي ذهان و فصام حاد و اعطاني علاج apropride-400 mg , و لي شهر استخدم العلاج المشكله التي تواجهني هو انه مع استمرار استخدام العلاج اتساهل في الصلاه",العلاج لا علاقة له بالصلاة ولكن اذا كنت تقصد الكسل فهذا ممكن
"انا اضحك كثيرعلى اشياء شبه تافه كانت اول مره بعدما ابعدني اهلي عن الشخص الذي احبه بكيت وانا بضحك
كلون بحكولي لازم زور طبيب نفسي لاني صرت انعزاليه","انت في مقتبل العمر والتقلبات طبيعيه في هذه المرحلة ثقي بالله ثم بنفسك واعملي على تطويرها  والتدرب على نمط الحياة الصحي واثبات الذات والتفكر الارتقائي والاسترخاء وكل ذلك يحسن الحالة
ان وجدت صعوبه تحدثي مع المرشدة الطلابية لتساعدك في مراجعة المعالج النفساني"
السلام عليكم هل يمكن ان اخفض من جرعة اميتربالتبين 75مل الي 50 ؟؟ علما بأني علي هده الجرعة مند تلاتة اشهر والحمد لله تحسنت كتيرا ؟؟ وفي حاجة لتخفيض الجرعة ؟,راجع طبيبك ولاتغيير الجرعة الا باذنة وباشرافة
انا شاب في اول سنة جامعة ادرس خارج البلاد، اصبحت لا احب الحديث مع الناس واصبحت احب العزلة كان لدي هذا الشيء من قبل ولكن اخف بكثير من الان، اصبحت كسول وفقدت الاهتمام بكل شيء,اذا كان الامر مستمرا كما ذكرت فلابد لك من مراجعة مختص نفسي في منطقتك بهدف التقييم والتشخيص الدقيق والعلاج
اعاد تشخيصي طب عام بالقلق وقال لي هو سبب افكارك وخوفك من الفصام لانك قرأت عنه كثيرا اتذكر كل شئ من توهمات واخاف ان اصاب بها وهل سيروكسات سيقضي على هاذا الجحيم الى عايش بيه,"من المؤكد ان الطبيب الذي شاهدالحالة اكثرقدرةعلى التشخيص الدقيق
1.  اوقف القراءة في اي موضوعات طبية 
2. وسلم امرك لله 
3. ونفذ مشورة طبيبك 
وستتحسن باذن الله"
تعرضت لتحرش وأنا صغيرة وأصبحت افحص غشائي يوميا مرتين الا ثلاثة مرات وصلت لمرحلة الوساوس اريد علاج لهذا الوساوس رغم معرفتي ان غشائي سليم اربد حل. الرجاء الرد من دكتور نفسي,"تستطيعي ان تستفيدي من الجوانب الايمانيه في حياتك لرفع الثقة بالنفس  وذلك سيساعد في التغلب على مشاكلك  
تدربي على الاسترخاء والتفكر الارتقائي ونظمي نمط حياتك وفق اهداف متوازنة ونشطي ثقتك بالله فان وجدت ان ذلك ادى للتحسن 
والا 
فانت بحاجة الى ان تراجعي طبيبا نفسيا ومعالجا قريبا منك لكي تستفيدي اكثر من التشخيص الدقيق ومن الخدمات العلاجية تبعا لذلك"
